Number of planes: 2 
Number of PODs/Clusters: 2 
Number of Wavelengths: 8 
Number of Timeslots: 8 
Load and load dynamiciy: 7.000000e-01 1.000000e-02 
Density (inside, outside cluster) and connection dynamiciy: 5.000000e-01 5.000000e-01 1.000000e-02

Traffic Matrix (timeslot 1) 
0.00e+00 0.00e+00 0.00e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 0.00e+00 1.24e+00 0.00e+00 0.00e+00 0.00e+00 1.24e+00 1.24e+00 
1.40e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 
1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 
0.00e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 
1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 
0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 
1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 
0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 
0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 
1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 
0.00e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 
1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 
1.40e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 
1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 1.40e+00 

Traffic Matrix (timeslot 2) 
0.00e+00 0.00e+00 0.00e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 1.24e+00 0.00e+00 1.24e+00 0.00e+00 0.00e+00 0.00e+00 1.24e+00 1.24e+00 
1.40e+00 1.40e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 1.40e+00 
